,words,repeated
13746,ðŸðŸ ðð,0
13747,ðð ðŸðŸ,0
13748,My Dutch,0
13749,Dutch friend,0
13750,friend Anton,0
13751,Anton sent,0
13752,me some,2
13753,some pictures,2
13754,pictures of,2
13755,war memorials,2
13756,memorials from,2
13757,the South,0
13758,South of,0
13759,of France,0
13760,France They,0
13761,are quite,2
13762,quite interesting,2
13763,interesting and,2
13764,I made,0
13765,a selection,2
13766,selection of,2
13767,of photos,0
13768,photos This,0
13769,This one,0
13770,one is,2
13771,of Pieusse,0
13772,militaryart httpstcohXZnRyQEX,0
13773,to fightâ,0
13774,LandOfGravy The,0
13775,THE CHAðŸS,0
13776,CHAðŸS THEORY,0
13777,in real,2
13778,real life,1
13779,WARâœ httpstcopxCXtigT,0
13780,MindsetEnginer Absolutely,0
13781,Absolutely would,0
13782,would recommend,1
13783,recommend reading,1
13784,Art Essentially,0
13785,Essentially talks,0
13786,talks about,1
13787,about resistance,0
13788,resistance which,0
13789,which stops,1
13790,stops us,1
13791,us from,1
13792,from getting,1
13793,getting things,1
13794,things done,0
13795,done I,0
13796,its quite,0
13797,a well,1
13798,known book,1
13799,the selfdevelopment,0
13800,selfdevelopment space,0
13801,Another lesson,0
13802,lesson from,1
13803,from it,2
13804,it Be,0
13805,Be a,0
13806,a professional,0
13807,professional not,0
13808,not an,1
13809,an amateur,1
13810,amateur in,1
13811,your work,2
13812,work ðŸðŸðŸ,0
13813,MSNBC Sun,0
13814,war Keep,0
13815,Keep the,0
13816,the ball,1
13817,ball in,1
13818,your court,0
13819,court let,0
13820,let your,2
13821,enemy go,1
13822,go first,0
13823,first It,0
13824,It reveals,0
13825,reveals their,1
13826,their hand,0
13827,hand Anyway,0
13828,Anyway I,0
13829,think youâre,0
13830,youâre pretty,0
13831,pretty cool,0
13832,cool But,0
13833,But Iâve,0
13834,Iâve got,0
13835,got conservative,1
13836,conservative shit,1
13837,shit to,1
13838,do Do,0
13839,to talk,2
13840,talk laterâ,0
13841,FuÃŸball und,0
13842,und Brexit,0
13843,Brexit ITAENG,0
13844,ITAENG England,0
13845,âšSouthgate performed,0
13846,performed a,1
13847,a reverse,1
13848,reverse Brexit,0
13849,Brexit constructing,0
13850,constructing a,1
13851,a team,1
13852,team that,1
13853,that played,1
13854,played coldheaded,0
13855,coldheaded continental,0
13856,continental passing,1
13857,passing football,0
13858,football To,0
13859,To him,0
13860,him football,0
13861,football isnât,0
13862,isnât war,0
13863,art Itâs,0
13864,Itâs system,0
13865,system A,0
13866,A moderniser,0
13867,moderniser in,1
13868,the tradition,1
13869,tradition of,1
13870,of Wilson,0
13871,Wilson Blair,0
13872,Blair amp,0
13873,amp Ramseyâ,0
13874,Know YourselfÂAnd,0
13875,YourselfÂAnd You,0
13876,You Will,0
13877,Will Win,0
13878,Win All,0
13879,All Battles,0
13880,jonnybNFT tired,0
13881,war I,0
13882,think today,1
13883,today Ill,0
13884,Ill give,0
13885,give my,1
13886,my time,2
13887,to art,5
13888,and shill,1
13889,shill httpstcoLSTTFgmLc,0
13890,Strategy Grand,0
13891,reach it,0
13892,GlitchesRoux I,0
13893,think thats,0
13894,thats insightful,0
13895,insightful as,0
13896,could say,1
13897,same is,2
13898,true about,1
13899,the general,1
13900,general population,0
13901,population with,0
13902,the exception,1
13903,exception of,1
13904,of widespread,1
13905,widespread war,0
13906,war Meanwhile,0
13907,Meanwhile art,0
13908,a part,1
13909,a particular,1
13910,particular zeitgeist,1
13911,zeitgeist for,1
13912,a subculture,1
13913,subculture might,1
13914,might be,1
13915,be mourning,1
13916,mourning some,1
13917,some collective,1
13918,collective trauma,0
13919,trauma and,0
13920,get high,1
13921,high art,1
13922,art credentials,0
13923,win SunTzu,0
13924,EnglandvsItaly httpstcoJmiUhGUOs,0
13925,ChinaExposed httpstcoEAMvWgqGH,0
13926,joaolucasnm ðŸ,0
13927,ðŸ Didnt,0
13928,Didnt know,0
13929,that Do,0
13930,you recommend,1
13931,recommend The,0
13932,War What,0
13933,What other,0
13934,other valuable,1
13935,valuable information,1
13936,information did,1
13937,get by,1
13938,by reading,1
13939,âœwho wishes,0
13940,wishes to,1
13941,fight must,1
13942,must first,1
13943,first count,1
13944,count the,1
13945,the costâ,0
13946,costâ The,0
13947,MindsetEnginer Thats,0
13948,Thats one,0
13949,the rules,1
13950,rules of,1
13951,resistance in,1
13952,Art where,0
13953,you feel,1
13954,feel most,1
13955,most resistance,1
13956,resistance is,2
13957,is likely,1
13958,likely exactly,1
13959,If theres,0
13960,theres no,0
13961,no front,1
13962,front door,1
13963,door then,1
13964,then take,1
13965,the back,1
13966,back one,0
13967,Poirier and,0
13968,of selfpreservation,0
13969,selfpreservation httpstcobDieXTZ,0
13970,httpstcobDieXTZ sports,0
13971,sports feedly,0
13972,So in,0
13973,to avoid,1
13974,avoid what,1
13975,is strong,0
13976,and strike,1
13977,strike at,1
13978,at what,1
13979,is weak,0
13980,weak Sun,0
13981,hot bitches,0
13982,bitches drink,1
13983,drink orange,1
13984,orange juice,1
13985,tzu the,8
13986,Strategy without,0
13987,before defeat,0
13988,defeat SunTzu,0
13989,EnglandvsItaly httpstcoWAVOiBrEYN,0
13990,ericswalwell Practice,0
13991,Practice the,0
13992,War please,0
13993,HughBigly I,0
13994,I assume,0
13995,assume he,1
13996,Prince This,0
13997,is commendable,1
13998,commendable high,1
13999,high level,1
14000,level manipulation,1
14001,manipulation work,0
14002,work Iâm,0
14003,Iâm impressed,0
14004,impressed ðŸðŸðŸ,0
14005,said âStrategy,0
14006,âStrategy without,0
14007,defeatâ ðŸŽ,0
14008,The Americans,0
14009,Americans favourite,0
14010,favourite WINNING,0
14011,WINNING war,0
14012,war strategy,2
14013,strategy it,1
14014,really should,1
14015,be saying,0
14016,saying abandon,0
14017,abandon your,0
14018,your ally,1
14019,ally and,1
14020,and switch,1
14021,switch sides,0
14022,Americans ART,0
14023,ART Americans,0
14024,Americans Relish,0
14025,Relish Treachery,0
14026,WAR We,0
14027,We Act,0
14028,Act Recklessly,0
14029,Recklessly httpstcohSYSJTwN,0
14030,My bro,0
14031,bro would,1
14032,a girl,1
14033,girl at,1
14034,a club,1
14035,club or,1
14036,or bar,1
14037,bar or,1
14038,or whatever,1
14039,whatever and,1
14040,and start,1
14041,start trying,1
14042,talk to,1
14043,to her,1
14044,her about,1
14045,about Sun,0
14046,War ðŸðŸðŸ,0
14047,AwesomeBKFacts Sun,0
14048,The writer,0
14049,writer of,1
14050,IsIllicit On,0
14051,On behalf,0
14052,behalf of,1
14053,the vast,1
14054,vast majority,1
14055,majority of,1
14056,of responsible,1
14057,responsible Healthcare,0
14058,Healthcare professionals,0
14059,professionals who,1
14060,are honestly,1
14061,honestly trying,1
14062,trying their,1
14063,their best,1
14064,best with,1
14065,what theyve,0
14066,theyve got,0
14067,got Thank,0
14068,fighting SunTzu,0
14069,EnglandvsItaly httpstcoOpetyat,0
14070,niggarashi u,1
14071,u ever,1
14072,read a,2
14073,little book,1
14074,War sun,0
14075,tzu would,2
14076,be proud,0
14077,proud good,0
14078,good job,1
14079,job danny,1
14080,danny ðŸ,0
14081,âœMost APTs,0
14082,APTs are,0
14083,not very,1
14084,very advancedâ,0
14085,advancedâ Sun,0
14086,copperbotshots I,0
14087,I reckon,0
14088,reckon its,1
14089,its an,1
14090,an SDCC,0
14091,SDCC exclusive,0
14092,exclusive War,0
14093,War For,0
14094,For Cybertron,0
14095,Cybertron brand,0
14096,brand without,1
14097,a subline,1
14098,subline was,1
14099,was also,2
14100,also on,1
14101,on Pit,0
14102,Pit of,0
14103,of Judgement,0
14104,Judgement last,0
14105,last year,1
14106,year and,0
14107,the box,1
14108,box art,1
14109,art background,1
14110,background looks,1
14111,looks similar,0
14112,That said,0
14113,that set,1
14114,set was,1
14115,was available,1
14116,available around,1
14117,the place,1
14118,place anyway,0
14119,Okay though,0
14120,though Bern,0
14121,Bern prefers,0
14122,prefers to,1
14123,be peaceful,0
14124,peaceful he,0
14125,he will,3
14126,be taking,1
14127,taking an,1
14128,an active,1
14129,active role,1
14130,role in,1
14131,the Endwalkers,0
14132,Endwalkers War,0
14133,War He,0
14134,a Warrior,0
14135,Warrior of,0
14136,of Light,0
14137,Light but,0
14138,but he,2
14139,will defend,1
14140,defend his,1
14141,family friends,0
14142,and homeland,1
14143,homeland to,2
14144,to his,1
14145,his dying,1
14146,dying breath,0
14147,LoryDraws httpstcowOZxRXEmq,0
14148,chinatakes Chinese,0
14149,Chinese ppl,0
14150,ppl are,1
14151,are born,1
14152,born with,1
14153,our genes,0
14154,genes We,0
14155,all Sun,0
14156,Tzu Beware,0
14157,Beware if,0
14158,cross us,0
14159,is bad,2
14160,bad history,0
14161,an a,0
14162,bad art,0
14163,art iiiiliiii,0
14164,iiiiliiii JMM,0
14165,JMM iiiiIiiii,0
14166,RobertIrwin httpstcoyrxGCOpO,0
14167,Visionary if,0
14168,are to,1
14169,to master,1
14170,master your,1
14171,your shrift,0
14172,shrift you,0
14173,must know,1
14174,the trial,1
14175,trial and,1
14176,and errors,1
14177,errors made,1
14178,made over,1
14179,over wars,1
14180,wars in,1
14181,past Exploit,0
14182,Exploit weaknesses,0
14183,weaknesses and,1
14184,and hide,1
14185,hide your,1
14186,own weak,1
14187,weak point,0
14188,point How,0
14189,How else,0
14190,else are,1
14191,are you,2
14192,win in,2
14193,in battle,0
14194,battle if,0
14195,know not,2
14196,war httpstcoIWrWdifF,0
14197,War sites,0
14198,sites that,1
14199,and healing,1
14200,healing are,1
14201,same and,0
14202,very accurate,1
14203,accurate and,1
14204,and very,2
14205,very profound,0
14206,LeaCOfficial If,0
14207,If I,0
14208,I remember,0
14209,remember correctly,1
14210,correctly the,1
14211,the Voltron,0
14212,Voltron crew,0
14213,crew tried,1
14214,to defend,1
14215,defend themselves,1
14216,themselves by,1
14217,by saying,1
14218,they wrote,1
14219,wrote Adam,0
14220,Adam that,0
14221,way cuz,1
14222,cuz they,1
14223,were going,1
14224,going for,1
14225,more realistic,1
14226,realistic depiction,1
14227,war Which,0
14228,Which was,0
14229,was complete,1
14230,complete bs,1
14231,bs cuz,1
14232,cuz Lanceâs,0
14233,Lanceâs cousin,0
14234,cousin was,1
14235,same scenario,1
14236,scenario but,1
14237,they didnât,0
14238,didnât kword,0
14239,kword her,0
14240,EnglandvsItaly httpstcoruFPFRNI,0
14241,War httpstcowabzRmbd,0
14242,And as,0
14243,a personal,2
14244,personal aside,0
14245,aside I,0
14246,I kinda,0
14247,kinda donât,0
14248,care for,2
14249,the LOTR,0
14250,LOTR movies,0
14251,movies I,0
14252,love Fellowship,0
14253,Fellowship but,0
14254,care much,1
14255,much for,1
14256,other stuff,0
14257,stuff I,0
14258,can appreciate,1
14259,and effort,1
14260,effort that,1
14261,that went,1
14262,went into,1
14263,into them,0
14264,them And,0
14265,I rank,0
14266,rank Infinity,0
14267,War high,0
14268,high in,1
14269,my favorites,1
14270,favorites because,1
14271,because of,1
14272,the emotional,1
14273,emotional value,1
14274,value it,1
14275,has for,1
14276,i need,0
14277,learn THE,0
14278,WAR in,0
14279,in order,1
14280,get this,2
14281,this stupid,1
14282,stupid triangle,0
14283,war Itâs,0
14284,Itâs goin,0
14285,goin change,1
14286,game for,2
14287,you httpstcoKAOCCGl,0
14288,RAlDENTHRUST I,0
14289,I honestly,0
14290,honestly love,1
14291,the sustainability,1
14292,sustainability of,1
14293,WAR Feels,0
14294,Feels amazing,0
14295,amazing healing,1
14296,healing back,1
14297,to full,1
14298,full with,1
14299,with nascent,1
14300,nascent flash,0
14301,flash plus,0
14302,plus its,1
14303,its super,1
14304,super easy,1
14305,easy to,1
14306,pick up,1
14307,the beginning,0
14308,DRK is,0
14309,also a,2
14310,personal fav,1
14311,fav especially,1
14312,especially with,1
14313,with Blackest,0
14314,Blackest Night,0
14315,Night which,0
14316,is arguably,1
14317,arguably the,1
14318,best CD,0
14319,CD in,0
14320,game Plus,0
14321,Plus you,0
14322,look cool,0
14323,ðŸ And,0
14324,And our,0
14325,our âœpresidentâ,0
14326,âœpresidentâ is,0
14327,in bed,1
14328,bed with,1
14329,ChinaExposed ChinaLiedPeopleDied,0
14330,ChinaLiedPeopleDied Communism,0
14331,ArtLoveWar Ma,0
14332,Ma boi,0
14333,boi Devi,0
14334,Devi the,0
14335,the demon,1
14336,demon prince,1
14337,prince of,1
14338,of hell,0
14339,Ang sayaaaaaaa,0
14340,sayaaaaaaa ðŸðŸðŸ,0
14341,ðŸðŸðŸ On,0
14342,On the,0
14343,way na,1
14344,na yung,1
14345,yung books,0
14346,books The,0
14347,Fck and,0
14348,and Everything,0
14349,Everything is,0
14350,is Fcked,0
14351,Fcked by,0
14352,by Mark,0
14353,Mark Manson,0
14354,Manson ðŸðŸðŸ,0
14355,deception SunTzu,0
14356,EnglandvsItaly httpstcoEnAvohJve,0
14357,still perhaps,1
14358,perhaps the,2
14359,most prestigious,1
14360,prestigious and,1
14361,and influential,1
14362,influential book,1
14363,of strategy,2
14364,world widely,0
14365,widely used,1
14366,used in,2
14367,politics business,0
14368,business and,0
14369,and everyday,1
14370,everyday life,0
14371,Free download,0
14372,download httpstcoYZdhWOxR,0
14373,httpstcoYZdhWOxR httpstcoPXBSGpfAGh,0
14374,KevinKileyCA âœWhen,0
14375,âœWhen one,0
14376,one treats,1
14377,treats people,1
14378,with benevolence,0
14379,benevolence justice,0
14380,and righteousness,0
14381,righteousness and,0
14382,and reposes,1
14383,reposes confidence,1
14384,confidence in,1
14385,in them,0
14386,the army,1
14387,army will,1
14388,be united,1
14389,united in,1
14390,in mind,2
14391,mind and,2
14392,all will,2
14393,be happy,1
14394,happy to,1
14395,to serve,1
14396,serve their,1
14397,their leadersâ,0
14398,leadersâ â,0
14399,TheWarofArt httpstcoQIJNgBjSjs,0
14400,httpstcoQIJNgBjSjs via,0
14401,BenjaminNorton The,0
14402,The us,0
14403,us gave,0
14404,gave the,1
14405,the yugos,1
14406,yugos billions,1
14407,in state,1
14408,art weapons,1
14409,weapons and,1
14410,and credit,1
14411,credit throughout,1
14412,throughout the,1
14413,the cold,7
14414,They supplied,0
14415,supplied the,1
14416,the jihadis,1
14417,jihadis after,1
14418,after they,1
14419,they destroyed,1
14420,the towers,0
14421,towers The,0
14422,The state,0
14423,state department,1
14424,department would,1
14425,would arm,1
14426,arm Satan,0
14427,Satan himself,0
14428,if it,1
14429,help American,0
14430,American capital,0
14431,PaganTrelawney I,0
14432,I wouldnt,0
14433,wouldnt engage,0
14434,engage You,0
14435,You choose,0
14436,choose the,1
14437,the wars,1
14438,wars worth,1
14439,worth fighting,0
14440,fighting The,0
14441,Just read,0
14442,fotoole âs,0
14443,âs review,0
14444,review entitled,1
14445,entitled Freedom,0
14446,Freedom for,0
14447,for Sale,0
14448,Sale for,0
14449,book An,0
14450,An amazing,0
14451,amazing review,1
14452,review of,3
14453,by Louis,0
14454,Louis Menand,0
14455,Menand Farrar,0
14456,Farrar Straus,0
14457,Straus and,0
14458,and Giroux,0
14459,Giroux on,0
14460,on The,0
14461,The New,0
14462,York Review,0
14463,Review of,0
14464,of Books,0
14465,Books What,0
14466,What a,0
14467,a master,1
14468,of writing,1
14469,writing it,1
14470,is Canât,0
14471,Canât wait,0
14472,wait to,1
14473,book httpstcoPvIIzhVj,0
14474,âœHe who,0
14475,who only,1
14476,only sees,1
14477,sees the,1
14478,the obvious,0
14479,obvious wins,0
14480,wins his,1
14481,his battles,1
14482,battles with,1
14483,with difficulty,0
14484,difficulty he,0
14485,he who,2
14486,who looksââ,0
14487,looksââ httpstcowmIzygCMo,0
14488,Yusuke rearranged,0
14489,rearranged the,1
14490,the music,2
14491,music piece,1
14492,piece âœ,0
14493,âœ ANIMAâ,0
14494,ANIMAâ of,0
14495,of anime,1
14496,anime Sword,0
14497,of Underworld,0
14498,Underworld with,0
14499,with strings,1
14500,strings and,1
14501,and piano,1
14502,piano the,1
14503,music âœðŸ,0
14504,âœðŸ httpstcoSvZbbxse,0
14505,Iron Man,0
14506,Man Director,0
14507,of SHIELD,0
14508,SHIELD an,0
14509,an early,1
14510,early World,0
14511,War Hulk,0
14512,Hulk tiein,0
14513,tiein boasts,0
14514,boasts the,1
14515,absolute unbeatable,1
14516,unbeatable art,1
14517,art team,1
14518,team of,1
14519,of Butch,0
14520,Butch Guice,0
14521,Guice and,0
14522,and Dean,0
14523,Dean White,0
14524,White exceeding,0
14525,exceeding every,1
14526,every expectation,1
14527,expectation I,0
14528,I had,0
14529,had for,1
14530,for them,0
14531,WorldWarHulk httpstcoGXrzwLaiW,0
14532,implement ArtofWar,0
14533,EnglandvsItaly httpstcoaNJdByyM,0
14534,Lynxvx Like,0
14535,Like every,0
14536,every other,1
14537,form in,1
14538,s comics,0
14539,comics were,1
14540,were full,1
14541,of sexism,0
14542,sexism racism,0
14543,racism American,0
14544,American âœexceptionalismâ,0
14545,âœexceptionalismâ propaganda,0
14546,propaganda Itâs,0
14547,Itâs like,0
14548,like watching,2
14549,watching a,1
14550,a WW,0
14551,WW war,0
14552,war newsreel,0
14553,BarackObama Read,0
14554,Read the,0
14555,War if,0
14556,it yet,0
14557,Everyone should,0
14558,should read,1
14559,It helps,0
14560,helps you,1
14561,you every,1
14562,every day,2
14563,day battlesðŸŽ,0
14564,Titled War,0
14565,War Games,0
14566,Games this,0
14567,a pair,1
14568,pair of,1
14569,of satirical,1
14570,satirical political,1
14571,political paintings,1
14572,paintings by,2
14573,by artist,1
14574,artist Petrina,0
14575,Petrina RyanKleid,0
14576,RyanKleid The,0
14577,The other,0
14578,other is,1
14579,the infamous,1
14580,infamous Parsing,0
14581,Parsing Bill,0
14582,Bill Clinton,0
14583,Clinton in,0
14584,a blue,1
14585,blue dress,0
14586,dress No,0
14587,No conspiracy,0
14588,conspiracy Just,0
14589,Just parody,0
14590,parody art,0
14591,art httpstcofqnShzLY,0
14592,HoldingsYolo Good,0
14593,Good day,0
14594,day to,1
14595,War again,0
14596,of Warâio,0
14597,Warâio httpstcoduvvPldPn,0
14598,Life is,0
14599,of concealing,1
14600,concealing the,1
14601,with ourselves,0
14602,âœWhen the,0
14603,the Monuments,0
14604,Monuments Men,0
14605,Men Pushed,0
14606,Pushed Back,0
14607,Back Against,0
14608,Against the,0
14609,US to,0
14610,to Protect,0
14611,Protect Priceless,0
14612,Priceless Art,0
14613,Germanowned artworksâ,0
14614,artworksâ httpstcotaecZcOHVB,0
14615,Dreamed my,0
14616,my wife,1
14617,wife had,1
14618,new haircut,1
14619,haircut with,1
14620,with parts,1
14621,her head,1
14622,head shaved,1
14623,shaved clean,0
14624,clean And,0
14625,And also,0
14626,also head,1
14627,head tattoos,1
14628,tattoos Tattoos,0
14629,Tattoos that,0
14630,that were,1
14631,were a,1
14632,a mix,1
14633,mix of,1
14634,of likeâ,0
14635,likeâ elven,0
14636,elven war,1
14637,war paintâ,0
14638,paintâ and,0
14639,and pixel,1
14640,pixel art,1
14641,the Mario,0
14642,Mario brothersâ,0
14643,brothersâ it,0
14644,it makes,2
14645,makes no,1
14646,no sense,1
14647,sense but,1
14648,but somehow,1
14649,somehow it,1
14650,was STILL,0
14651,STILL RAD,0
14652,RAD AS,0
14653,AS FUCK,0
14654,catturd âœIn,0
14655,enemys country,0
14656,so goodâ,0
14657,goodâ Sun,0
14658,EnglandvsItaly httpstcoixEawZtW,0
14659,The Apotheothis,0
14660,Apotheothis of,0
14661,by Vereshchagin,0
14662,Vereshchagin amp,0
14663,amp itâs,0
14664,itâs dedication,0
14665,dedication still,0
14666,still one,1
14667,favourite art,1
14668,art things,1
14669,things ever,1
14670,ever httpstcoYRFSxQx,0
14671,mabinti E,0
14672,E Eternal,0
14673,The Final,0
14674,Final Tic,0
14675,Creepinâ On,0
14676,On Ah,0
14677,Ah Come,0
14678,Come Up,0
14679,Mo Thugs,0
14680,Thugs Family,0
14681,Family Scriptures,0
14682,The Slim,0
14683,Slim Shady,0
14684,Shady LP,0
14685,The Streetz,0
14686,Streetz Iz,0
14687,Iz A,0
14688,A Mutha,0
14689,Thug Mentality,0
14690,jaymizzle Nothing,0
14691,Nothing wrong,0
14692,wrong with,1
14693,it itâs,0
14694,VisitErie Thankyou,0
14695,Thankyou My,0
14696,My late,0
14697,late husband,1
14698,husband wrote,1
14699,wrote Sail,0
14700,Sail Ho,0
14701,Ho a,0
14702,a book,1
14703,book about,2
14704,the Niagara,0
14705,Niagara amp,0
14706,of and,18
14707,I illustrated,0
14708,illustrated that,1
14709,have LOTS,0
14710,LOTS of,0
14711,of historic,1
14712,historic art,1
14713,of Erie,0
14714,All teams,0
14715,teams can,1
14716,can see,2
14717,these tactics,1
14718,tactics whereby,1
14719,whereby our,1
14720,our team,1
14721,team wins,0
14722,wins but,0
14723,what none,1
14724,none can,1
14725,the strategy,2
14726,strategy out,1
14727,which our,1
14728,our victory,1
14729,is evolved,0
14730,evolved SunTzu,0
14731,SunTzu paraphrased,0
14732,EnglandvsItaly httpstcoDBBjrdNvj,0
14733,Victorious players,0
14734,players win,1
14735,then play,1
14736,game while,0
14737,defeated players,1
14738,players play,1
14739,game first,1
14740,EnglandvsItaly httpstcowBwsdN,0
14741,other team,1
14742,team and,1
14743,own team,1
14744,team you,1
14745,hundred games,0
14746,games SunTzu,0
14747,EnglandvsItaly httpstcokabEGIg,0
14748,EnglandvsItaly httpstcovknWGTo,0
14749,IdleSloth these,0
14750,these are,3
14751,are legacy,1
14752,legacy ips,0
14753,ips they,0
14754,they cant,0
14755,cant just,0
14756,just abandon,1
14757,abandon them,1
14758,only ip,1
14759,ip Sony,0
14760,Sony Santa,0
14761,Santa Monica,0
14762,Monica has,0
14763,ever worked,1
14764,worked has,1
14765,been god,1
14766,dungeons that,0
14767,that came,1
14768,came not,1
14769,not long,1
14770,ago was,1
14771,new Minecraft,0
14772,Minecraft art,0
14773,style but,1
14774,but completely,1
14775,completely diff,1
14776,diff gameplay,0
14777,of Living,0
14778,Living The,0
14779,The Reckoning,0
14780,Reckoning A,0
14781,A greybrown,0
14782,greybrown tactics,0
14783,tactics game,1
14784,game from,1
14785,art director,1
14786,director of,3
14787,of Infamous,0
14788,EnglandvsItaly httpstcowEfxkJPyN,0
14789,EnglandvsItaly httpstcoEVfRNzpmB,0
14790,still dont,0
14791,in skyrim,1
14792,skyrim because,1
14793,because Steffan,0
14794,Steffan Did,0
14795,Did Not,0
14796,Not Care,0
14797,Care but,0
14798,I kind,0
14799,of want,1
14800,to know,2
14801,know things,1
14802,things now,0
14803,art purposes,0
14804,The greatest,0
14805,greatest victory,1
14806,which requires,1
14807,requires no,1
14808,no battle,0
14809,battle Sun,0
14810,WillowBella They,0
14811,are gathering,1
14812,gathering info,1
14813,info so,1
14814,can hunt,1
14815,hunt you,1
14816,you after,0
14817,after Fuck,0
14818,Fuck that,0
14819,You do,0
14820,not give,1
14821,give any,1
14822,any info,1
14823,info to,1
14824,enemy Art,0
14825,PreparedCamping Itâs,0
14826,Itâs actually,0
14827,actually not,1
14828,not weird,0
14829,weird Kids,0
14830,Kids follow,0
14831,the example,1
14832,example they,1
14833,are given,0
14834,given They,0
14835,are currently,1
14836,currently getting,1
14837,getting it,1
14838,it from,1
14839,from parents,0
14840,parents school,0
14841,school and,0
14842,the tv,0
14843,In business,0
14844,business this,1
14845,is how,1
14846,how we,1
14847,we create,1
14848,create amp,0
14849,amp keep,0
14850,keep customers,0
14851,customers on,0
14852,the more,2
14853,more extreme,1
14854,extreme hand,1
14855,hand if,1
14856,about dictators,1
14857,dictators they,1
14858,MaxCookie Executives,0
14859,Executives are,0
14860,are supposed,2
14861,to BRING,0
14862,BRING the,0
14863,the thunder,0
14864,thunder read,0
14865,RobossieAuthor ðŸThank,0
14866,ðŸThank you,0
14867,much HE,0
14868,HE for,0
14869,for your,1
14870,your kind,1
14871,kind mention,1
14872,mention on,1
14873,a Follow,0
14874,Follow Friday,0
14875,Friday amp,0
14876,amp among,0
14877,among such,1
14878,such illustrious,1
14879,illustrious folks,0
14880,folks I,0
14881,really appreciate,1
14882,appreciate it,0
14883,it Heres,0
14884,some stylized,1
14885,stylized renderings,1
14886,renderings of,1
14887,The WorldsðŸŽArt,0
14888,WorldsðŸŽArt by,0
14889,by Edgar,0
14890,Edgar P,0
14891,P Jacobs,0
14892,Jacobs ðŸAmGrateful,0
14893,ðŸAmGrateful HGWells,0
14894,HGWells TheWarOfTheWorlds,0
14895,TheWarOfTheWorlds Scifi,0
14896,Scifi httpstcovtGBGvthzp,0
14897,TheStarPhoenix My,0
14898,My former,0
14899,former neighbor,1
14900,neighbor was,1
14901,a Art,0
14902,Art History,0
14903,History Professor,0
14904,Professor at,0
14905,at one,1
14906,the TOP,0
14907,TOP TEN,0
14908,TEN Universitys,0
14909,Universitys in,0
14910,that Church,0
14911,Church burnings,0
14912,burnings ALWAYS,0
14913,ALWAYS happen,0
14914,happen before,1
14915,before a,1
14916,big war,0
14917,think Ive,0
14918,Ive seen,0
14919,seen over,1
14920,over in,1
14921,the news,1
14922,news recently,0
14923,recently httpstcoEYIziCo,0
14924,In celebration,0
14925,celebration of,1
14926,the Concept,0
14927,Concept Art,0
14928,Art for,0
14929,for Marvelâs,0
14930,Marvelâs Avengers,0
14931,Avengers War,0
14932,Wakanda being,0
14933,being revealed,0
14934,revealed we,0
14935,we will,1
14936,be adding,1
14937,adding a,1
14938,of Black,0
14939,Panther things,0
14940,the Marvel,0
14941,Marvel Update,0
14942,Update The,0
14943,The images,0
14944,images are,1
14945,not posted,1
14946,posted on,1
14947,on Social,0
14948,Social Media,0
14949,Media yet,0
14950,yet so,0
14951,so these,1
14952,are images,1
14953,images that,1
14954,they showed,1
14955,showed at,1
14956,the Dev,0
14957,Dev Stream,0
14958,Stream httpstcoIwOyELUmh,0
14959,SabbyNightmaren I,0
14960,he grew,1
14961,grew weary,1
14962,weary of,1
14963,by pride,1
14964,pride and,1
14965,and habit,1
14966,habit did,1
14967,did he,1
14968,he continue,1
14969,to draw,1
14970,draw out,1
14971,out conflict,0
14972,conflict Cybertron,0
14973,Cybertron was,0
14974,was lost,0
14975,lost only,0
14976,only a,2
14977,a handful,1
14978,handful of,1
14979,of bots,1
14980,bots remained,0
14981,remained but,0
14982,he spent,1
14983,spent untold,1
14984,untold ages,1
14985,ages leading,1
14986,leading a,1
14987,a fight,1
14988,fight that,1
14989,was ever,1
14990,ever growing,1
14991,growing pointless,1
14992,pointless he,1
14993,he couldnât,0
14994,couldnât simply,0
14995,Albumism That,0
14996,That is,0
14997,good album,0
14998,album and,0
14999,the list,1
15000,list had,1
15001,few of,1
15002,favorites Judgement,0
15003,Judgement Night,0
15004,Night Pretty,0
15005,Pretty in,0
15006,in Pink,0
15007,Pink Stop,0
15008,Stop Making,0
15009,Making Sense,0
15010,Sense Rock,0
15011,Rock n,0
15012,n Roll,0
15013,Roll High,0
15014,High School,0
15015,School and,0
15016,and O,0
15017,O Brother,0
15018,Brother Where,0
15019,Where Art,0
15020,Art Thou,0
15021,Thou Notably,0
15022,Notably absent,0
15023,absent Heavy,0
15024,Heavy Metal,0
15025,Metal Urgh,0
15026,Urgh A,0
15027,A Music,0
15028,Music War,0
15029,War Repo,0
15030,Repo Man,0
15031,Man and,0
15032,The Blues,0
15033,Blues Brothers,0
15034,even outside,0
15035,outside of,1
15036,war modern,1
15037,art stuff,1
15038,stuff he,1
15039,a fine,1
15040,fine agent,0
15041,agent he,0
15042,was everywhere,0
15043,everywhere in,0
15044,every circle,0
15045,circle observing,0
15046,observing and,1
15047,and recording,1
15048,recording everything,0
15049,everything think,0
15050,his diaries,0
15051,diaries hundreds,0
15052,hundreds if,1
15053,if not,2
15054,not thousands,1
15055,of pages,1
15056,pages of,2
15057,of names,0
15058,names dates,0
15059,dates locations,0
15060,locations and,0
15061,and gossip,1
15062,gossip blackmail,0
